Season,TeamA,TeamAState,TeamB,TeamBState,HomeScore,VisitorScore,Margin,Distance
10/10/2009,Washington,Washington,Arizona,Arizona,36,33,3,1441.1
10/10/2009,Kent State,Ohio,Bowling Green,Kentucky,35,36,-1,248.9
10/10/2009,Oregon State,Oregon,Stanford,California,38,28,10,667
10/10/2009,Tennessee,Tennessee,Georgia,Georgia,45,19,26,376.4
10/10/2009,Tulane,Louisiana,Marshall,Tennessee,10,31,-21,577.7
10/10/2009,Texas Tech,Texas,Kansas State,Kansas,66,14,52,640.8
10/10/2009,Texas,Texas,Colorado,Colorado,38,14,24,772.2
10/10/2009,Florida State,Florida,Georgia Tech,Georgia,44,49,-5,365.7
10/10/2009,Ohio State,Ohio,Wisconsin,Wisconsin,31,13,18,484.9
10/10/2009,Texas A+M,Texas,Oklahoma State,Oklahoma,31,36,-5,330.7
10/10/2009,Washington State,Washington,Arizona State,Arizona,14,27,-13,1441.1
10/10/2009,Akron,Ohio,Ohio,Ohio,7,19,-12,100
10/10/2009,Colorado State,Colorado,Utah,Utah,17,24,-7,429
10/10/2009,U.C.L.A.,California,Oregon,Oregon,10,24,-14,667
10/10/2009,Toledo,Ohio,Western Michigan,Michigan,26,58,-32,367
10/10/2009,Louisville,Kentucky,Southern Miss,Mississippi,25,23,2,593.8
10/10/2009,South Carolina,South Carolina,Kentucky,Kentucky,28,26,2,426.6
10/10/2009,Arkansas,Arkansas,Auburn,Alabama,44,23,21,430.6
10/10/2009,Oklahoma,Oklahoma,Baylor,Texas,33,7,26,341.4
10/10/2009,Rice,Texas,Navy,Maryland,14,63,-49,1583.8
10/10/2009,Air Force,Colorado,Texas Christian,Texas,17,20,-3,772.2
10/10/2009,S-M-U,Texas,East Carolina,North Carolina,28,21,7,1387.1
10/10/2009,Louisiana State,Louisiana,Florida,Florida,3,13,-10,835.9
10/10/2009,Iowa,Iowa,Michigan,Michigan,30,28,2,582.9
10/10/2009,New Mexico State,New Mexico,Utah State,Utah,20,17,3,602.1
10/10/2009,Memphis,Tennessee,UTEP,Texas,35,20,15,916.9
10/10/2009,San Jose State,California,Idaho,Idaho,25,29,-4,908.3
10/10/2009,Nevada-Las Vegas,Nevada,Brigham Young,Utah,21,59,-38,476.7
10/10/2009,Hawaii,Hawaii,Fresno State,California,17,42,-25,2467
10/10/2009,Western Kentucky,Kentucky,Florida Intl,Florida,20,37,-17,861.1
10/10/2009,UL-Lafayette,Louisiana,North Texas,Texas,38,34,4,570.2
10/10/2009,Penn State,Pennsylvania,Eastern Illinois,Illinois,52,3,49,737.4
10/10/2009,North Carolina,North Carolina,Georgia Southern,Georgia,42,12,30,428.9
10/10/2009,Rutgers,New Jersey,Texas Southern,Texas,42,0,42,1742.6
10/10/2009,Buffalo,New York,Gardner-Webb,North Carolina,40,3,37,426
10/10/2009,Miami-Florida,Florida,Florida A+M,Florida,48,16,32,100
10/9/2009,Nevada-Reno,Nevada,Louisiana Tech,Louisiana,37,14,23,1826.7
10/8/2009,Missouri,Missouri,Nebraska,Nebraska,12,27,-15,605.6
10/6/2009,Troy,Alabama,Middle Tennessee,Tennessee,31,7,24,258
10/3/2009,Syracuse,New York,South Florida,Florida,20,34,-14,1148.9
10/3/2009,Marshall,Tennessee,East Carolina,North Carolina,17,21,-4,553.8
10/3/2009,Purdue,Indiana,Northwestern,Illinois,21,27,-6,206.4
10/3/2009,Minnesota,Minnesota,Wisconsin,Wisconsin,28,31,-3,425.5
10/3/2009,Wake Forest,North Carolina,No Carolina State,North Carolina,30,24,6,100
10/3/2009,Maryland,Maryland,Clemson,South Carolina,24,21,3,523.5
10/3/2009,North Carolina,North Carolina,Virginia,Virginia,3,16,-13,154.9
10/3/2009,Boston College,Massachusetts,Florida State,Florida,28,21,7,1352.5
10/3/2009,Buffalo,New York,Central Michigan,Michigan,13,20,-7,816.4
10/3/2009,Ball State,Indiana,Toledo,Ohio,30,37,-7,240.7
10/3/2009,Kentucky,Kentucky,Alabama,Alabama,20,38,-18,499.6
10/3/2009,Vanderbilt,Tennessee,Mississippi,Mississippi,7,23,-16,346.7
10/3/2009,Miami-Ohio,Ohio,Cincinnati,Ohio,13,37,-24,100
10/3/2009,Eastern Michigan,Michigan,Temple,Pennsylvania,12,24,-12,636.3
10/3/2009,Army,New York,Tulane,Louisiana,16,17,-1,1379.7
10/3/2009,Duke,North Carolina,Virginia Tech,Virginia,26,34,-8,154.9
10/3/2009,Notre Dame,Indiana,Washington,Washington,37,30,7,2159.7
10/3/2009,Georgia,Georgia,Louisiana State,Louisiana,13,20,-7,682.1
10/3/2009,Navy,Maryland,Air Force,Colorado,16,13,3,1738.8
10/3/2009,Mississippi State,Mississippi,Georgia Tech,Georgia,31,42,-11,485.9
10/3/2009,Miami-Florida,Florida,Oklahoma,Oklahoma,21,20,1,1263.9
10/3/2009,Illinois,Illinois,Penn State,Pennsylvania,17,35,-18,737.4
10/3/2009,Michigan State,Michigan,Michigan,Michigan,26,20,6,100
10/3/2009,Northern Illinois,Illinois,Western Michigan,Michigan,38,3,35,409.6
10/3/2009,Bowling Green,Kentucky,Ohio,Ohio,37,44,-7,248.9
10/3/2009,Nevada-Reno,Nevada,Nevada-Las Vegas,Nevada,63,28,35,100
10/3/2009,Idaho,Idaho,Colorado State,Colorado,31,29,2,846
10/3/2009,Iowa State,Iowa,Kansas State,Kansas,23,24,-1,465
10/3/2009,Arizona State,Arizona,Oregon State,Oregon,17,28,-11,1218.1
10/3/2009,Oregon,Oregon,Washington State,Washington,52,6,46,359
10/3/2009,Baylor,Texas,Kent State,Ohio,31,15,16,1274.7
10/3/2009,U-C-F,Florida,Memphis,Tennessee,32,14,18,718.2
10/3/2009,Stanford,California,U.C.L.A.,California,24,16,8,100
10/3/2009,Texas Tech,Texas,New Mexico,New Mexico,48,28,20,449.2
10/3/2009,Indiana,Indiana,Ohio State,Ohio,14,33,-19,240.7
10/3/2009,Rice,Texas,Tulsa,Oklahoma,10,27,-17,330.7
10/3/2009,Texas A+M,Texas,Arkansas,Arkansas,19,47,-28,584.1
10/3/2009,Tennessee,Tennessee,Auburn,Alabama,22,26,-4,258
10/3/2009,California,California,Southern Cal,California,3,30,-27,100
10/3/2009,Texas Christian,Texas,S-M-U,Texas,39,14,25,100
10/3/2009,San Diego State,California,New Mexico State,New Mexico,34,17,17,991.6
10/3/2009,UTEP,Texas,Houston,Texas,58,41,17,100
10/3/2009,Iowa,Iowa,Arkansas State,Arkansas,24,21,3,595.4
10/3/2009,Florida Atlantic,Florida,Wyoming,Wyoming,28,30,-2,2168.6
10/3/2009,UL-Monroe,Louisiana,Florida Intl,Florida,48,35,13,835.9
10/3/2009,South Carolina,South Carolina,So Carolina State,South Carolina,38,14,24,100
10/3/2009,Boise State,Montana,UC-Davis,California,34,16,18,1257.6
10/2/2009,Louisville,Kentucky,Pittsburgh,Pennsylvania,10,35,-25,554.1
10/2/2009,Brigham Young,Utah,Utah State,Utah,35,17,18,100
10/1/2009,West Virginia,West Virginia,Colorado,Colorado,35,24,11,1509.3
10/1/2009,U-A-B,Alabama,Southern Miss,Mississippi,30,17,13,157.9
9/30/2009,Louisiana Tech,Louisiana,Hawaii,Hawaii,27,6,21,3989
9/26/2009,Boston College,Massachusetts,Wake Forest,North Carolina,27,24,3,716.9
9/26/2009,Ohio State,Ohio,Illinois,Illinois,30,0,30,412.1
9/26/2009,Northwestern,Illinois,Minnesota,Minnesota,24,35,-11,614.7
9/26/2009,Michigan,Michigan,Indiana,Indiana,36,33,3,324.9
9/26/2009,Temple,Pennsylvania,Buffalo,New York,37,13,24,200.2
9/26/2009,Wisconsin,Wisconsin,Michigan State,Michigan,38,30,8,433.6
9/26/2009,Clemson,South Carolina,Texas Christian,Texas,10,14,-4,1207.7
9/26/2009,Maryland,Maryland,Rutgers,New Jersey,13,34,-21,173.7
9/26/2009,Bowling Green,Kentucky,Boise State,Idaho,14,49,-35,1980.5
9/26/2009,Tennessee,Tennessee,Ohio,Ohio,34,23,11,479.8
9/26/2009,East Carolina,North Carolina,U-C-F,Florida,19,14,5,656.8
9/26/2009,Cincinnati,Ohio,Fresno State,California,28,20,8,2405.5
9/26/2009,Central Michigan,Michigan,Akron,Ohio,48,21,27,367
9/26/2009,Mississippi State,Mississippi,Louisiana State,Louisiana,26,30,-4,232.7
9/26/2009,Iowa State,Iowa,Army,New York,31,10,21,1090.9
9/26/2009,Memphis,Tennessee,Marshall,Tennessee,16,27,-11,100
9/26/2009,Texas A+M,Texas,U-A-B,Alabama,56,19,37,829.8
9/26/2009,Kansas,Kansas,Southern Miss,Mississippi,35,28,7,902.1
9/26/2009,Air Force,Colorado,San Diego State,California,26,14,12,1174
9/26/2009,Rice,Texas,Vanderbilt,Tennessee,17,36,-19,916.9
9/26/2009,Auburn,Alabama,Ball State,Indiana,54,30,24,613.2
9/26/2009,Wyoming,Wyoming,Nevada-Las Vegas,Nevada,30,27,3,767.9
9/26/2009,Alabama,Alabama,Arkansas,Arkansas,35,7,28,431.5
9/26/2009,Kentucky,Kentucky,Florida,Florida,7,41,-34,861.1
9/26/2009,Georgia,Georgia,Arizona State,Arizona,20,17,3,1952.2
9/26/2009,Oregon,Oregon,California,California,42,3,39,667
9/26/2009,Florida State,Florida,South Florida,Florida,7,17,-10,100
9/26/2009,Georgia Tech,Georgia,North Carolina,North Carolina,24,7,17,428.9
9/26/2009,Northern Illinois,Illinois,Idaho,Idaho,31,34,-3,1644.9
9/26/2009,Brigham Young,Utah,Colorado State,Colorado,42,23,19,429
9/26/2009,No Carolina State,North Carolina,Pittsburgh,Pennsylvania,38,31,7,489.4
9/26/2009,Stanford,California,Washington,Washington,34,14,20,954.6
9/26/2009,Kent State,Ohio,Miami-Ohio,Ohio,29,19,10,100
9/26/2009,Utah,Utah,Louisville,Kentucky,30,14,16,1654.8
9/26/2009,Virginia Tech,Virginia,Miami-Florida,Florida,31,7,24,807.8
9/26/2009,Purdue,Indiana,Notre Dame,Indiana,21,24,-3,100
9/26/2009,Texas,Texas,UTEP,Texas,64,7,57,100
9/26/2009,Penn State,Pennsylvania,Iowa,Iowa,10,21,-11,910.7
9/26/2009,Houston,Texas,Texas Tech,Texas,29,28,1,100
9/26/2009,New Mexico,New Mexico,New Mexico State,New Mexico,17,20,-3,100
9/26/2009,Southern Cal,California,Washington State,Washington,27,6,21,954.6
9/26/2009,Oregon State,Oregon,Arizona,Arizona,32,37,-5,1218.1
9/26/2009,Florida Atlantic,Florida,UL-Monroe,Louisiana,25,27,-2,835.9
9/26/2009,Nebraska,Nebraska,UL-Lafayette,Louisiana,55,0,55,1077.6
9/26/2009,Navy,Maryland,Western Kentucky,Kentucky,38,22,16,545.5
9/26/2009,Arkansas State,Arkansas,Troy,Alabama,27,30,-3,430.6
9/26/2009,North Texas,Texas,Middle Tennessee,Tennessee,21,37,-16,916.9
9/26/2009,Florida Intl,Florida,Toledo,Ohio,31,41,-10,1060.2
9/26/2009,Connecticut,Connecticut,Rhode Island,Rhode Island,52,10,42,107
9/26/2009,Kansas State,Kansas,Tennessee Tech,Tennessee,49,7,42,849.1
9/26/2009,Tulane,Louisiana,McNeese State,Louisiana,42,32,10,100
9/26/2009,Oklahoma State,Oklahoma,Grambling,Louisiana,56,6,50,468.1
9/26/2009,Duke,North Carolina,No Carolina Central,North Carolina,49,14,35,100
9/26/2009,Syracuse,New York,Maine,Maine,41,24,17,448.4
9/26/2009,Tulsa,Oklahoma,Sam Houston State,Texas,56,3,53,341.4
9/26/2009,Baylor,Texas,Northwestern St(LA),Louisiana,68,13,55,570.2
9/26/2009,Western Michigan,Michigan,Hofstra,New York,24,10,14,816.4
9/26/2009,San Jose State,California,Cal-San Luis Obispo,California,19,9,10,100
9/26/2009,Utah State,Utah,Southern Utah,Utah,53,34,19,100
9/25/2009,Nevada-Reno,Nevada,Missouri,Missouri,21,31,-10,1643.1
9/24/2009,South Carolina,South Carolina,Mississippi,Mississippi,16,10,6,535.3
9/19/2009,Army,New York,Ball State,Indiana,24,17,7,737.7
9/19/2009,Purdue,Indiana,Northern Illinois,Illinois,21,28,-7,206.4
9/19/2009,Michigan,Michigan,Eastern Michigan,Michigan,45,17,28,100
9/19/2009,Pittsburgh,Pennsylvania,Navy,Maryland,27,14,13,197.8
9/19/2009,Syracuse,New York,Northwestern,Illinois,37,34,3,917.6
9/19/2009,Clemson,South Carolina,Boston College,Massachusetts,25,7,18,926
9/19/2009,Penn State,Pennsylvania,Temple,Pennsylvania,31,6,25,100
9/19/2009,North Carolina,North Carolina,East Carolina,North Carolina,31,17,14,100
9/19/2009,Western Michigan,Michigan,Miami-Ohio,Ohio,48,26,22,367
9/19/2009,Vanderbilt,Tennessee,Mississippi State,Mississippi,3,15,-12,346.7
9/19/2009,Colorado,Colorado,Wyoming,Wyoming,24,0,24,394.5
9/19/2009,Iowa,Iowa,Arizona,Arizona,27,17,10,1363.4
9/19/2009,Akron,Ohio,Indiana,Indiana,21,38,-17,240.7
9/19/2009,Kansas,Kansas,Duke,North Carolina,44,16,28,1284.6
9/19/2009,Southern Miss,Mississippi,Virginia,Virginia,37,34,3,782.8
9/19/2009,Oregon,Oregon,Utah,Utah,31,24,7,783.3
9/19/2009,Washington,Washington,Southern Cal,California,16,13,3,954.6
9/19/2009,U.C.L.A.,California,Kansas State,Kansas,23,9,14,1538.9
9/19/2009,Virginia Tech,Virginia,Nebraska,Nebraska,16,15,1,1386.7
9/19/2009,Notre Dame,Indiana,Michigan State,Michigan,33,30,3,324.9
9/19/2009,Toledo,Ohio,Ohio State,Ohio,0,38,-38,100
9/19/2009,Auburn,Alabama,West Virginia,West Virginia,41,30,11,704.5
9/19/2009,Florida,Florida,Tennessee,Tennessee,23,13,10,718.2
9/19/2009,Washington State,Washington,S-M-U,Texas,30,27,3,1866.2
9/19/2009,Idaho,Idaho,San Diego State,California,34,20,14,908.3
9/19/2009,Colorado State,Colorado,Nevada-Reno,Nevada,35,20,15,802.7
9/19/2009,Marshall,Tennessee,Bowling Green,Kentucky,17,10,7,268.5
9/19/2009,Minnesota,Minnesota,California,California,21,35,-14,2407.1
9/19/2009,U-C-F,Florida,Buffalo,New York,23,17,6,1148.9
9/19/2009,Oklahoma State,Oklahoma,Rice,Texas,41,24,17,341.4
9/19/2009,Oklahoma,Oklahoma,Tulsa,Oklahoma,45,0,45,100
9/19/2009,Baylor,Texas,Connecticut,Connecticut,22,30,-8,1866.8
9/19/2009,Texas A+M,Texas,Utah State,Utah,38,30,8,1018
9/19/2009,Kentucky,Kentucky,Louisville,Kentucky,31,27,4,100
9/19/2009,Kent State,Ohio,Iowa State,Iowa,14,34,-20,616.3
9/19/2009,Brigham Young,Utah,Florida State,Florida,28,54,-26,2349.7
9/19/2009,Arkansas,Arkansas,Georgia,Georgia,41,52,-11,649.6
9/19/2009,New Mexico,New Mexico,Air Force,Colorado,13,37,-24,405.3
9/19/2009,New Mexico State,New Mexico,UTEP,Texas,12,38,-26,449.2
9/19/2009,Texas,Texas,Texas Tech,Texas,34,24,10,100
9/19/2009,Nevada-Las Vegas,Nevada,Hawaii,Hawaii,34,33,1,2666
9/19/2009,Stanford,California,San Jose State,California,42,17,25,100
9/19/2009,Oregon State,Oregon,Cincinnati,Ohio,18,28,-10,2264
9/19/2009,Rutgers,New Jersey,Florida Intl,Florida,23,15,8,1117.2
9/19/2009,Alabama,Alabama,North Texas,Texas,53,7,46,829.8
9/19/2009,Maryland,Maryland,Middle Tennessee,Tennessee,31,32,-1,733
9/19/2009,South Carolina,South Carolina,Florida Atlantic,Florida,38,16,22,497.6
9/19/2009,Troy,Alabama,U-A-B,Alabama,27,14,13,100
9/19/2009,Louisiana State,Louisiana,UL-Lafayette,Louisiana,31,3,28,100
9/19/2009,Arizona State,Arizona,UL-Monroe,Louisiana,38,14,24,1363.1
9/19/2009,Wisconsin,Wisconsin,Wofford,South Carolina,44,14,30,992.6
9/19/2009,Missouri,Missouri,Furman,South Carolina,52,12,40,866.5
9/19/2009,Central Michigan,Michigan,Alcorn State,Mississippi,48,0,48,988
9/19/2009,No Carolina State,North Carolina,Gardner-Webb,North Carolina,45,14,31,100
9/19/2009,Wake Forest,North Carolina,Elon,North Carolina,35,7,28,100
9/19/2009,Ohio,Ohio,Cal-San Luis Obispo,California,28,10,18,2405.5
9/19/2009,Texas Christian,Texas,Texas State,Texas,56,21,35,100
9/19/2009,South Florida,Florida,Charleston Southern,South Carolina,59,0,59,497.6
9/19/2009,Louisiana Tech,Louisiana,Nicholls State,Louisiana,48,13,35,100
9/19/2009,Western Kentucky,Kentucky,Central Arkansas,Arkansas,7,28,-21,547.2
9/19/2009,Mississippi,Mississippi,S E Louisiana,Louisiana,52,6,46,232.7
9/19/2009,Memphis,Tennessee,Tennessee-Martin,Tennessee,41,14,27,100
9/18/2009,Fresno State,California,Boise State,Idaho,34,51,-17,909
9/17/2009,Miami-Florida,Florida,Georgia Tech,Georgia,33,17,16,365.7
9/12/2009,Connecticut,Connecticut,North Carolina,North Carolina,10,12,-2,611.7
9/12/2009,West Virginia,West Virginia,East Carolina,North Carolina,35,20,15,211.4
9/12/2009,Penn State,Pennsylvania,Syracuse,New York,28,7,21,200.2
9/12/2009,Virginia Tech,Virginia,Marshall,Tennessee,52,10,42,552.6
9/12/2009,Michigan State,Michigan,Central Michigan,Michigan,27,29,-2,100
9/12/2009,Northwestern,Illinois,Eastern Michigan,Michigan,27,24,3,409.6
9/12/2009,Iowa State,Iowa,Iowa,Iowa,3,35,-32,100
9/12/2009,Auburn,Alabama,Mississippi State,Mississippi,49,24,25,157.9
9/12/2009,Army,New York,Duke,North Carolina,19,35,-16,426
9/12/2009,Wisconsin,Wisconsin,Fresno State,California,34,31,3,2173.2
9/12/2009,Wake Forest,North Carolina,Stanford,California,24,17,7,2775
9/12/2009,Georgia,Georgia,South Carolina,South Carolina,41,37,4,183.9
9/12/2009,Tennessee,Tennessee,U.C.L.A.,California,15,19,-4,2161.9
9/12/2009,Tulane,Louisiana,Brigham Young,Utah,3,54,-51,1514.3
9/12/2009,Oregon,Oregon,Purdue,Indiana,38,36,2,2111.6
9/12/2009,Wyoming,Wyoming,Texas,Texas,10,41,-31,1048
9/12/2009,Navy,Maryland,Louisiana Tech,Louisiana,32,14,18,1194.1
9/12/2009,Michigan,Michigan,Notre Dame,Indiana,38,34,4,324.9
9/12/2009,Washington,Washington,Idaho,Idaho,42,23,19,584.5
9/12/2009,U-A-B,Alabama,S-M-U,Texas,33,35,-2,829.8
9/12/2009,Buffalo,New York,Pittsburgh,Pennsylvania,27,54,-27,200.5
9/12/2009,Virginia,Virginia,Texas Christian,Texas,14,30,-16,1402.8
9/12/2009,Boston College,Massachusetts,Kent State,Ohio,34,7,27,738.3
9/12/2009,Texas Tech,Texas,Rice,Texas,55,10,45,100
9/12/2009,Minnesota,Minnesota,Air Force,Colorado,20,13,7,1010.2
9/12/2009,Washington State,Washington,Hawaii,Hawaii,20,38,-18,2733
9/12/2009,Indiana,Indiana,Western Michigan,Michigan,23,19,4,324.9
9/12/2009,Missouri,Missouri,Bowling Green,Kentucky,27,20,7,466.4
9/12/2009,UTEP,Texas,Kansas,Kansas,7,34,-27,640.8
9/12/2009,Southern Miss,Mississippi,U-C-F,Florida,26,19,7,730.2
9/12/2009,Oklahoma State,Oklahoma,Houston,Texas,35,45,-10,341.4
9/12/2009,Boise State,Montana,Miami-Ohio,Ohio,48,0,48,1640.6
9/12/2009,Louisiana State,Louisiana,Vanderbilt,Tennessee,23,9,14,577.7
9/12/2009,New Mexico,New Mexico,Tulsa,Oklahoma,10,44,-34,573.9
9/12/2009,Ohio State,Ohio,Southern Cal,California,15,18,-3,2405.5
9/12/2009,San Jose State,California,Utah,Utah,14,24,-10,793.2
9/12/2009,Nevada-Las Vegas,Nevada,Oregon State,Oregon,21,23,-2,520.7
9/12/2009,Nebraska,Nebraska,Arkansas State,Arkansas,38,9,29,749.2
9/12/2009,Alabama,Alabama,Florida Intl,Florida,40,14,26,547
9/12/2009,Western Kentucky,Kentucky,South Florida,Florida,13,35,-22,861.1
9/12/2009,Florida,Florida,Troy,Alabama,56,6,50,547
9/12/2009,North Texas,Texas,Ohio,Ohio,30,31,-1,1274.7
9/12/2009,Middle Tennessee,Tennessee,Memphis,Tennessee,31,14,17,100
9/12/2009,UL-Lafayette,Louisiana,Kansas State,Kansas,17,15,2,856.5
9/12/2009,Akron,Ohio,Morgan State,Maryland,41,0,41,460.4
9/12/2009,Rutgers,New Jersey,Howard,Maryland,45,7,38,173.7
9/12/2009,Colorado State,Colorado,Weber State,Utah,24,23,1,429
9/12/2009,California,California,Eastern Washington,Washington,59,7,52,954.6
9/12/2009,Florida State,Florida,Jacksonville St,Alabama,19,9,10,547
9/12/2009,Maryland,Maryland,James Madison,Virginia,38,35,3,216.9
9/12/2009,No Carolina State,North Carolina,Murray State,Kentucky,65,7,58,470.3
9/12/2009,Oklahoma,Oklahoma,Idaho State,Idaho,64,0,64,1552.6
9/12/2009,Illinois,Illinois,Illinois State,Illinois,45,17,28,100
9/12/2009,Ball State,Indiana,New Hampshire,New Hampshire,16,23,-7,910.7
9/12/2009,UL-Monroe,Louisiana,Texas Southern,Texas,58,0,58,570.2
9/12/2009,Cincinnati,Ohio,S E Missouri St,Missouri,70,3,67,564.7
9/12/2009,Northern Illinois,Illinois,Western Illinois,Illinois,41,7,34,100
9/12/2009,New Mexico State,New Mexico,Prairie View,Texas,21,18,3,449.2
9/12/2009,San Diego State,California,Southern Utah,Utah,35,19,16,793.2
9/12/2009,Arizona,Arizona,Northern Arizona,Arizona,34,17,17,100
9/11/2009,Toledo,Ohio,Colorado,Colorado,54,38,16,1362.5
9/10/2009,Georgia Tech,Georgia,Clemson,South Carolina,30,27,3,183.9
9/7/2009,Rutgers,New Jersey,Cincinnati,Ohio,15,47,-32,556
9/7/2009,Florida State,Florida,Miami-Florida,Florida,34,38,-4,100
9/6/2009,Memphis,Tennessee,Mississippi,Mississippi,14,45,-31,346.7
9/6/2009,Colorado,Colorado,Colorado State,Colorado,17,23,-6,100
9/5/2009,Ohio State,Ohio,Navy,Maryland,31,27,4,460.4
9/5/2009,Penn State,Pennsylvania,Akron,Ohio,31,7,24,351.3
9/5/2009,Michigan,Michigan,Western Michigan,Michigan,31,7,24,100
9/5/2009,Ohio,Ohio,Connecticut,Connecticut,16,23,-7,611.4
9/5/2009,Notre Dame,Indiana,Nevada-Reno,Nevada,35,0,35,1937.3
9/5/2009,Oklahoma State,Oklahoma,Georgia,Georgia,24,10,14,1003.9
9/5/2009,Miami-Ohio,Ohio,Kentucky,Kentucky,0,42,-42,248.9
9/5/2009,Oklahoma,Oklahoma,Brigham Young,Utah,13,14,-1,1176.3
9/5/2009,Illinois,Illinois,Missouri,Missouri,9,37,-28,273.9
9/5/2009,U-A-B,Alabama,Rice,Texas,44,24,20,829.8
9/5/2009,Wake Forest,North Carolina,Baylor,Texas,21,24,-3,1388.1
9/5/2009,Syracuse,New York,Minnesota,Minnesota,20,23,-3,1360.4
9/5/2009,Eastern Michigan,Michigan,Army,New York,17,27,-10,816.4
9/5/2009,Wisconsin,Wisconsin,Northern Illinois,Illinois,28,20,8,260.3
9/5/2009,Purdue,Indiana,Toledo,Ohio,52,31,21,240.7
9/5/2009,Washington State,Washington,Stanford,California,13,39,-26,954.6
9/5/2009,Auburn,Alabama,Louisiana Tech,Louisiana,37,13,24,389.3
9/5/2009,Texas A+M,Texas,New Mexico,New Mexico,41,6,35,449.2
9/5/2009,Alabama,Alabama,Virginia Tech,Virginia,34,24,10,670
9/5/2009,New Mexico State,New Mexico,Idaho,Idaho,6,21,-15,1018.7
9/5/2009,UTEP,Texas,Buffalo,New York,17,23,-6,1768.7
9/5/2009,California,California,Maryland,Maryland,52,13,39,2780.6
