Season,TeamA,TeamAState,TeamB,TeamBState,HomeScore,VisitorScore,Margin,Distance
10/8/2011,Northern Illinois,Illinois,Kent State,Ohio,40,10,30,412.1
10/8/2011,Arkansas,Arkansas,Auburn,Alabama,38,14,24,430.6
10/8/2011,Georgia Tech,Georgia,Maryland,Maryland,21,16,5,721.2
10/8/2011,Stanford,California,Colorado,Colorado,48,7,41,1174
10/8/2011,Tennessee,Tennessee,Georgia,Georgia,12,20,-8,376.4
10/8/2011,Virginia Tech,Virginia,Miami-Florida,Florida,38,35,3,807.8
10/8/2011,Notre Dame,Indiana,Air Force,Colorado,59,33,26,1010.4
10/8/2011,Navy,Maryland,Southern Miss,Mississippi,35,63,-28,962.8
10/8/2011,Nevada-Reno,Nevada,Nevada-Las Vegas,Nevada,37,0,37,100
10/8/2011,U-C-F,Florida,Marshall,Tennessee,16,6,10,718.2
10/8/2011,Idaho,Idaho,Louisiana Tech,Louisiana,11,24,-13,1963.8
10/8/2011,Oregon State,Oregon,Arizona,Arizona,37,27,10,1218.1
10/8/2011,Oklahoma State,Oklahoma,Kansas,Kansas,70,28,42,357
10/8/2011,Northwestern,Illinois,Michigan,Michigan,24,42,-18,409.6
10/8/2011,Houston,Texas,East Carolina,North Carolina,56,3,53,1387.1
10/8/2011,Baylor,Texas,Iowa State,Iowa,49,26,23,915.8
10/8/2011,South Carolina,South Carolina,Kentucky,Kentucky,54,3,51,426.6
10/8/2011,Wake Forest,North Carolina,Florida State,Florida,35,30,5,656.8
10/8/2011,Texas Tech,Texas,Texas A+M,Texas,40,45,-5,100
10/8/2011,Kansas State,Kansas,Missouri,Missouri,24,17,7,450.8
10/8/2011,Tulane,Louisiana,Syracuse,New York,34,37,-3,1379.7
10/8/2011,Utah State,Utah,Wyoming,Wyoming,63,19,44,482.4
10/8/2011,Louisiana State,Louisiana,Florida,Florida,41,11,30,835.9
10/8/2011,Nebraska,Nebraska,Ohio State,Ohio,34,27,7,1010.1
10/8/2011,U.C.L.A.,California,Washington State,Washington,28,25,3,954.6
10/8/2011,San Diego State,California,Texas Christian,Texas,14,27,-13,1407.8
10/8/2011,Akron,Ohio,Florida Intl,Florida,17,27,-10,1060.2
10/8/2011,UL-Lafayette,Louisiana,Troy,Alabama,31,17,14,389.3
10/8/2011,UL-Monroe,Louisiana,Arkansas State,Arkansas,19,24,-5,347.7
10/8/2011,North Texas,Texas,Florida Atlantic,Florida,31,17,14,1366
10/7/2011,Fresno State,California,Boise State,Idaho,7,57,-50,909
10/6/2011,Oregon,Oregon,California,California,43,14,29,667
10/6/2011,Middle Tennessee,Tennessee,Western Kentucky,Kentucky,33,36,-3,268.5
10/1/2011,Navy,Maryland,Air Force,Colorado,34,35,-1,1738.8
10/1/2011,Illinois,Illinois,Northwestern,Illinois,38,35,3,100
10/1/2011,Michigan,Michigan,Minnesota,Minnesota,58,0,58,702.2
10/1/2011,Boston College,Massachusetts,Wake Forest,North Carolina,19,27,-8,716.9
10/1/2011,Syracuse,New York,Rutgers,New Jersey,16,19,-3,100
10/1/2011,Temple,Pennsylvania,Toledo,Ohio,13,36,-23,351.3
10/1/2011,West Virginia,West Virginia,Bowling Green,Kentucky,55,10,45,259.7
10/1/2011,Virginia,Virginia,Idaho,Idaho,21,20,1,2377.5
10/1/2011,Tennessee,Tennessee,Buffalo,New York,41,10,31,918.5
10/1/2011,Army,New York,Tulane,Louisiana,45,6,39,1379.7
10/1/2011,Indiana,Indiana,Penn State,Pennsylvania,10,16,-6,558.5
10/1/2011,No Carolina State,North Carolina,Georgia Tech,Georgia,35,45,-10,428.9
10/1/2011,Connecticut,Connecticut,Western Michigan,Michigan,31,38,-7,811.5
10/1/2011,Eastern Michigan,Michigan,Akron,Ohio,31,23,8,367
10/1/2011,Miami-Ohio,Ohio,Cincinnati,Ohio,0,27,-27,100
10/1/2011,Ohio,Ohio,Kent State,Ohio,17,10,7,100
10/1/2011,Kansas,Kansas,Texas Tech,Texas,34,45,-11,640.8
10/1/2011,Boise State,Montana,Nevada-Reno,Nevada,30,10,20,890.8
10/1/2011,Colorado,Colorado,Washington State,Washington,27,31,-4,1306.1
10/1/2011,Central Michigan,Michigan,Northern Illinois,Illinois,48,41,7,409.6
10/1/2011,Stanford,California,U.C.L.A.,California,45,19,26,100
10/1/2011,Iowa State,Iowa,Texas,Texas,14,37,-23,915.8
10/1/2011,Ohio State,Ohio,Michigan State,Michigan,7,10,-3,367
10/1/2011,Florida,Florida,Alabama,Alabama,10,38,-28,547
10/1/2011,Louisville,Kentucky,Marshall,Tennessee,13,17,-4,268.5
10/1/2011,Arkansas,Arkansas,Texas A+M,Texas,42,38,4,584.1
10/1/2011,Southern Cal,California,Arizona,Arizona,48,41,7,398
10/1/2011,Utah,Utah,Washington,Washington,14,31,-17,980.4
10/1/2011,Colorado State,Colorado,San Jose State,California,31,38,-7,1174
10/1/2011,Arizona State,Arizona,Oregon State,Oregon,35,20,15,1218.1
10/1/2011,Kansas State,Kansas,Baylor,Texas,36,35,1,640.8
10/1/2011,Oklahoma,Oklahoma,Ball State,Indiana,62,6,56,804.8
10/1/2011,Louisiana Tech,Louisiana,Hawaii,Hawaii,26,44,-18,3989
10/1/2011,Georgia,Georgia,Mississippi State,Mississippi,24,10,14,486.5
10/1/2011,South Carolina,South Carolina,Auburn,Alabama,13,16,-3,399
10/1/2011,Southern Miss,Mississippi,Rice,Texas,48,24,24,673.3
10/1/2011,Virginia Tech,Virginia,Clemson,South Carolina,3,23,-20,339.9
10/1/2011,New Mexico,New Mexico,New Mexico State,New Mexico,28,42,-14,100
10/1/2011,East Carolina,North Carolina,North Carolina,North Carolina,20,35,-15,100
10/1/2011,Wisconsin,Wisconsin,Nebraska,Nebraska,48,17,31,747.1
10/1/2011,Louisiana State,Louisiana,Kentucky,Kentucky,35,7,28,824.6
10/1/2011,Purdue,Indiana,Notre Dame,Indiana,10,38,-28,100
10/1/2011,Fresno State,California,Mississippi,Mississippi,28,38,-10,2010.1
10/1/2011,Western Kentucky,Kentucky,Arkansas State,Arkansas,22,26,-4,547.2
10/1/2011,Florida Intl,Florida,Duke,North Carolina,27,31,-4,656.8
10/1/2011,Troy,Alabama,U-A-B,Alabama,24,23,1,100
10/1/2011,UL-Lafayette,Louisiana,Florida Atlantic,Florida,37,34,3,835.9
10/1/2011,Middle Tennessee,Tennessee,Memphis,Tennessee,38,31,7,100
10/1/2011,Tulsa,Oklahoma,North Texas,Texas,41,24,17,341.4
10/1/2011,Maryland,Maryland,Towson,Maryland,28,3,25,100
10/1/2011,Miami-Florida,Florida,Bethune-Cookman,Florida,45,14,31,100
10/1/2011,Texas Christian,Texas,S-M-U,Texas,33,40,-7,100
9/30/2011,Brigham Young,Utah,Utah State,Utah,27,24,3,100
9/29/2011,Pittsburgh,Pennsylvania,South Florida,Florida,44,17,27,1126.5
9/29/2011,UTEP,Texas,Houston,Texas,42,49,-7,100
9/24/2011,Ohio State,Ohio,Colorado,Colorado,37,17,20,1362.5
9/24/2011,Duke,North Carolina,Tulane,Louisiana,48,27,21,946.9
9/24/2011,Syracuse,New York,Toledo,Ohio,33,30,3,535.3
9/24/2011,East Carolina,North Carolina,U-A-B,Alabama,28,23,5,584.9
9/24/2011,South Florida,Florida,UTEP,Texas,52,24,28,1366
9/24/2011,Illinois,Illinois,Western Michigan,Michigan,23,20,3,409.6
9/24/2011,Rutgers,New Jersey,Ohio,Ohio,38,26,12,556
9/24/2011,Penn State,Pennsylvania,Eastern Michigan,Michigan,34,6,28,636.3
9/24/2011,Miami-Florida,Florida,Kansas State,Kansas,24,28,-4,1530.6
9/24/2011,Memphis,Tennessee,S-M-U,Texas,0,42,-42,916.9
9/24/2011,Maryland,Maryland,Temple,Pennsylvania,7,38,-31,197.8
9/24/2011,Michigan State,Michigan,Central Michigan,Michigan,45,7,38,100
9/24/2011,Mississippi,Mississippi,Georgia,Georgia,13,27,-14,485.9
9/24/2011,Miami-Ohio,Ohio,Bowling Green,Kentucky,23,37,-14,248.9
9/24/2011,Ball State,Indiana,Army,New York,48,21,27,737.7
9/24/2011,Marshall,Tennessee,Virginia Tech,Virginia,10,30,-20,552.6
9/24/2011,Alabama,Alabama,Arkansas,Arkansas,38,14,24,431.5
9/24/2011,Washington,Washington,California,California,31,23,8,954.6
9/24/2011,West Virginia,West Virginia,Louisiana State,Louisiana,21,47,-26,1029.5
9/24/2011,Michigan,Michigan,San Diego State,California,28,7,21,2406.2
9/24/2011,Georgia Tech,Georgia,North Carolina,North Carolina,35,28,7,428.9
9/24/2011,Kentucky,Kentucky,Florida,Florida,10,48,-38,861.1
9/24/2011,Pittsburgh,Pennsylvania,Notre Dame,Indiana,12,15,-3,558.5
9/24/2011,Clemson,South Carolina,Florida State,Florida,35,30,5,497.6
9/24/2011,San Jose State,California,New Mexico State,New Mexico,34,24,10,991.6
9/24/2011,Idaho,Idaho,Fresno State,California,24,48,-24,908.3
9/24/2011,Buffalo,New York,Connecticut,Connecticut,3,17,-14,100.1
9/24/2011,Oregon State,Oregon,U.C.L.A.,California,19,27,-8,667
9/24/2011,Texas Tech,Texas,Nevada-Reno,Nevada,35,34,1,1329
9/24/2011,South Carolina,South Carolina,Vanderbilt,Tennessee,21,3,18,425.5
9/24/2011,Mississippi State,Mississippi,Louisiana Tech,Louisiana,26,20,6,232.7
9/24/2011,Baylor,Texas,Rice,Texas,56,31,25,100
9/24/2011,Virginia,Virginia,Southern Miss,Mississippi,24,30,-6,782.8
9/24/2011,Texas A+M,Texas,Oklahoma State,Oklahoma,29,30,-1,330.7
9/24/2011,Wyoming,Wyoming,Nebraska,Nebraska,14,38,-24,461.1
9/24/2011,Oklahoma,Oklahoma,Missouri,Missouri,38,28,10,419.7
9/24/2011,Utah State,Utah,Colorado State,Colorado,34,35,-1,429
9/24/2011,Boise State,Montana,Tulsa,Oklahoma,41,21,20,1431.5
9/24/2011,Arizona,Arizona,Oregon,Oregon,31,56,-25,1218.1
9/24/2011,Arizona State,Arizona,Southern Cal,California,43,22,21,398
9/24/2011,Auburn,Alabama,Florida Atlantic,Florida,30,14,16,547
9/24/2011,Iowa,Iowa,UL-Monroe,Louisiana,45,17,28,939.6
9/24/2011,Troy,Alabama,Middle Tennessee,Tennessee,38,35,3,258
9/24/2011,North Texas,Texas,Indiana,Indiana,24,21,3,1109.5
9/24/2011,Florida Intl,Florida,UL-Lafayette,Louisiana,31,36,-5,835.9
9/24/2011,Wisconsin,Wisconsin,South Dakota,South Dakota,59,10,49,598.5
9/24/2011,Boston College,Massachusetts,Massachusetts,Massachusetts,45,17,28,100
9/24/2011,Texas Christian,Texas,Portland State,Oregon,55,13,42,1698.7
9/24/2011,Akron,Ohio,Virginia Military,Virginia,36,13,23,448.5
9/24/2011,Air Force,Colorado,Tennessee State,Tennessee,63,24,39,1284.5
9/24/2011,Kent State,Ohio,South Alabama,Alabama,33,25,8,704.4
9/24/2011,Northern Illinois,Illinois,Cal-San Luis Obispo,California,47,30,17,2084.2
9/24/2011,New Mexico,New Mexico,Sam Houston State,Texas,45,48,-3,449.2
9/24/2011,Minnesota,Minnesota,North Dakota St,North Dakota,24,37,-13,353
9/24/2011,Houston,Texas,Georgia State,Georgia,56,0,56,1158.4
9/24/2011,Arkansas State,Arkansas,Central Arkansas,Arkansas,53,24,29,100
9/24/2011,Nevada-Las Vegas,Nevada,Southern Utah,Utah,16,41,-25,476.7
9/24/2011,Hawaii,Hawaii,UC-Davis,California,56,14,42,2467
9/23/2011,Brigham Young,Utah,U-C-F,Florida,24,17,7,2349.7
9/22/2011,Cincinnati,Ohio,No Carolina State,North Carolina,44,14,30,501.4
9/17/2011,Maryland,Maryland,West Virginia,West Virginia,31,37,-6,329.2
9/17/2011,Clemson,South Carolina,Auburn,Alabama,38,24,14,399
9/17/2011,Iowa,Iowa,Pittsburgh,Pennsylvania,31,27,4,910.7
9/17/2011,Cincinnati,Ohio,Akron,Ohio,59,14,45,100
9/17/2011,Bowling Green,Kentucky,Wyoming,Wyoming,27,28,-1,1474.2
9/17/2011,Michigan,Michigan,Eastern Michigan,Michigan,31,3,28,100
9/17/2011,Temple,Pennsylvania,Penn State,Pennsylvania,10,14,-4,100
9/17/2011,Western Michigan,Michigan,Central Michigan,Michigan,44,14,30,100
9/17/2011,Vanderbilt,Tennessee,Mississippi,Mississippi,30,7,23,346.7
9/17/2011,Boston College,Massachusetts,Duke,North Carolina,19,20,-1,716.9
9/17/2011,Georgia Tech,Georgia,Kansas,Kansas,66,24,42,1188.9
9/17/2011,Colorado,Colorado,Colorado State,Colorado,28,14,14,100
9/17/2011,Northern Illinois,Illinois,Wisconsin,Wisconsin,7,49,-42,260.3
9/17/2011,Minnesota,Minnesota,Miami-Ohio,Ohio,29,23,6,885.8
9/17/2011,Florida,Florida,Tennessee,Tennessee,33,23,10,718.2
9/17/2011,Notre Dame,Indiana,Michigan State,Michigan,31,13,18,324.9
9/17/2011,North Carolina,North Carolina,Virginia,Virginia,28,17,11,154.9
9/17/2011,U.C.L.A.,California,Texas,Texas,20,49,-29,1407.8
9/17/2011,Nebraska,Nebraska,Washington,Washington,51,38,13,1391.6
9/17/2011,New Mexico,New Mexico,Texas Tech,Texas,13,59,-46,449.2
9/17/2011,Army,New York,Northwestern,Illinois,21,14,7,917.6
9/17/2011,San Jose State,California,Nevada-Reno,Nevada,14,17,-3,556.6
9/17/2011,U-A-B,Alabama,Tulane,Louisiana,10,49,-39,389.3
9/17/2011,South Carolina,South Carolina,Navy,Maryland,24,21,3,523.5
9/17/2011,San Diego State,California,Washington State,Washington,42,24,18,954.6
9/17/2011,Kentucky,Kentucky,Louisville,Kentucky,17,24,-7,100
9/17/2011,Louisiana Tech,Louisiana,Houston,Texas,34,35,-1,570.2
9/17/2011,Ohio,Ohio,Marshall,Tennessee,44,7,37,480.5
9/17/2011,Texas A+M,Texas,Idaho,Idaho,37,7,30,1435.7
9/17/2011,Ball State,Indiana,Buffalo,New York,28,25,3,737.7
9/17/2011,Illinois,Illinois,Arizona State,Arizona,17,14,3,1545.6
9/17/2011,Kansas State,Kansas,Kent State,Ohio,37,0,37,928.3
9/17/2011,Southern Cal,California,Syracuse,New York,38,17,21,2915.5
9/17/2011,Florida State,Florida,Oklahoma,Oklahoma,13,23,-10,1263.9
9/17/2011,New Mexico State,New Mexico,UTEP,Texas,10,16,-6,449.2
9/17/2011,Miami-Florida,Florida,Ohio State,Ohio,24,6,18,1060.2
9/17/2011,Brigham Young,Utah,Utah,Utah,10,54,-44,100
9/17/2011,Tulsa,Oklahoma,Oklahoma State,Oklahoma,33,59,-26,100
9/17/2011,Nevada-Las Vegas,Nevada,Hawaii,Hawaii,40,20,20,2666
9/17/2011,Arizona,Arizona,Stanford,California,10,37,-27,398
9/17/2011,Texas Christian,Texas,UL-Monroe,Louisiana,38,17,21,570.2
9/17/2011,Virginia Tech,Virginia,Arkansas State,Arkansas,26,7,19,847.4
9/17/2011,Florida Intl,Florida,U-C-F,Florida,17,10,7,100
9/17/2011,Alabama,Alabama,North Texas,Texas,41,0,41,829.8
9/17/2011,Arkansas,Arkansas,Troy,Alabama,38,28,10,430.6
9/17/2011,Purdue,Indiana,S E Missouri St,Missouri,59,0,59,389
9/17/2011,Georgia,Georgia,Coastal Carolina,South Carolina,59,0,59,183.9
9/17/2011,Oregon,Oregon,Missouri State,Missouri,56,7,49,1858.6
9/17/2011,Indiana,Indiana,So Carolina State,South Carolina,38,21,17,663.1
9/17/2011,California,California,Presbyterian,South Carolina,63,12,51,2502.8
9/17/2011,No Carolina State,North Carolina,South Alabama,Alabama,35,13,22,584.9
9/17/2011,Wake Forest,North Carolina,Gardner-Webb,North Carolina,48,5,43,100
9/17/2011,Missouri,Missouri,Western Illinois,Illinois,69,0,69,273.9
9/17/2011,South Florida,Florida,Florida A+M,Florida,70,17,53,100
9/17/2011,Western Kentucky,Kentucky,Indiana State,Indiana,16,44,-28,243.5
9/17/2011,Memphis,Tennessee,Austin Peay,Tennessee,27,6,21,100
9/17/2011,Baylor,Texas,Stephen F Austin,Texas,48,0,48,100
9/17/2011,Southern Miss,Mississippi,S E Louisiana,Louisiana,52,6,46,232.7
9/17/2011,UL-Lafayette,Louisiana,Nicholls State,Louisiana,38,21,17,100
9/17/2011,S-M-U,Texas,Northwestern St(LA),Louisiana,40,7,33,570.2
9/17/2011,Fresno State,California,North Dakota,North Dakota,27,22,5,1744.7
9/16/2011,Toledo,Ohio,Boise State,Idaho,15,40,-25,1997.8
9/16/2011,Connecticut,Connecticut,Iowa State,Iowa,20,24,-4,1166.6
9/15/2011,Mississippi State,Mississippi,Louisiana State,Louisiana,6,19,-13,232.7
9/10/2011,Wisconsin,Wisconsin,Oregon State,Oregon,35,0,35,2001
9/10/2011,Iowa State,Iowa,Iowa,Iowa,44,41,3,100
9/10/2011,Kentucky,Kentucky,Central Michigan,Michigan,27,13,14,555.2
9/10/2011,Army,New York,San Diego State,California,20,23,-3,2915.5
9/10/2011,Ohio State,Ohio,Toledo,Ohio,27,22,5,100
9/10/2011,Auburn,Alabama,Mississippi State,Mississippi,41,34,7,157.9
9/10/2011,North Carolina,North Carolina,Rutgers,New Jersey,24,22,2,482.9
9/10/2011,Kansas,Kansas,Northern Illinois,Illinois,45,42,3,611.1
9/10/2011,S-M-U,Texas,UTEP,Texas,28,17,11,100
9/10/2011,Tennessee,Tennessee,Cincinnati,Ohio,45,23,22,479.8
9/10/2011,Tulane,Louisiana,Tulsa,Oklahoma,3,31,-28,468.1
9/10/2011,Clemson,South Carolina,Wofford,South Carolina,35,27,8,100
9/10/2011,East Carolina,North Carolina,Virginia Tech,Virginia,10,17,-7,154.9
9/10/2011,Minnesota,Minnesota,New Mexico State,New Mexico,21,28,-7,1284.3
9/10/2011,Washington,Washington,Hawaii,Hawaii,40,32,8,2733
9/10/2011,Oregon,Oregon,Nevada-Reno,Nevada,69,20,49,520.7
9/10/2011,Colorado,Colorado,California,California,33,36,-3,1174
9/10/2011,Duke,North Carolina,Stanford,California,14,44,-30,2775
9/10/2011,Penn State,Pennsylvania,Alabama,Alabama,11,27,-16,979.8
9/10/2011,Air Force,Colorado,Texas Christian,Texas,19,35,-16,772.2
9/10/2011,Wake Forest,North Carolina,No Carolina State,North Carolina,34,27,7,100
9/10/2011,Rice,Texas,Purdue,Indiana,24,22,2,1109.5
9/10/2011,Marshall,Tennessee,Southern Miss,Mississippi,26,20,6,346.7
9/10/2011,Georgia,Georgia,South Carolina,South Carolina,42,45,-3,183.9
9/10/2011,Akron,Ohio,Temple,Pennsylvania,3,41,-38,354.5
9/10/2011,Nebraska,Nebraska,Fresno State,California,42,29,13,1459.4
9/10/2011,Indiana,Indiana,Virginia,Virginia,31,34,-3,587.6
9/10/2011,Texas,Texas,Brigham Young,Utah,17,16,1,1018
9/10/2011,Florida,Florida,U-A-B,Alabama,39,0,39,547
9/10/2011,South Florida,Florida,Ball State,Indiana,37,7,30,1069.8
9/10/2011,Arkansas,Arkansas,New Mexico,New Mexico,52,3,49,875.9
9/10/2011,Washington State,Washington,Nevada-Las Vegas,Nevada,59,7,52,885.5
9/10/2011,Vanderbilt,Tennessee,Connecticut,Connecticut,24,21,3,1186.2
9/10/2011,Southern Cal,California,Utah,Utah,17,14,3,793.2
9/10/2011,U-C-F,Florida,Boston College,Massachusetts,30,3,27,1349.3
9/10/2011,Michigan,Michigan,Notre Dame,Indiana,35,31,4,324.9
9/10/2011,U.C.L.A.,California,San Jose State,California,27,17,10,100
9/10/2011,Michigan State,Michigan,Florida Atlantic,Florida,44,0,44,1392.4
9/10/2011,Arkansas State,Arkansas,Memphis,Tennessee,47,3,44,356.8
9/10/2011,North Texas,Texas,Houston,Texas,23,48,-25,100
9/10/2011,Western Kentucky,Kentucky,Navy,Maryland,14,40,-26,543.5
9/10/2011,Middle Tennessee,Tennessee,Georgia Tech,Georgia,21,49,-28,376.4
9/10/2011,Kent State,Ohio,UL-Lafayette,Louisiana,12,20,-8,1013.4
9/10/2011,Illinois,Illinois,South Dakota State,South Dakota,56,3,53,715.3
9/10/2011,West Virginia,West Virginia,Norfolk State,Virginia,55,12,43,236.2
9/10/2011,Pittsburgh,Pennsylvania,Maine,Maine,35,29,6,619.1
9/10/2011,Eastern Michigan,Michigan,Alabama State,Alabama,14,7,7,937.2
9/10/2011,Colorado State,Colorado,Northern Colorado,Colorado,33,14,19,100
9/10/2011,Northwestern,Illinois,Eastern Illinois,Illinois,42,21,21,100
9/10/2011,Syracuse,New York,Rhode Island,Rhode Island,21,14,7,200.5
9/10/2011,Idaho,Idaho,North Dakota,North Dakota,44,14,30,964.5
9/10/2011,Florida State,Florida,Charleston Southern,South Carolina,62,10,52,497.6
9/10/2011,Mississippi,Mississippi,Southern Illinois,Illinois,42,24,18,654.8
9/10/2011,Buffalo,New York,Stony Brook,New York,35,7,28,100
9/10/2011,Wyoming,Wyoming,Texas State,Texas,45,10,35,1048
9/10/2011,Bowling Green,Kentucky,Morgan State,Maryland,58,13,45,543.5
9/10/2011,Ohio,Ohio,Gardner-Webb,North Carolina,30,3,27,501.4
9/10/2011,Louisiana Tech,Louisiana,Central Arkansas,Arkansas,48,42,6,347.7
9/10/2011,UL-Monroe,Louisiana,Grambling,Louisiana,35,7,28,100
9/10/2011,Western Michigan,Michigan,Nicholls State,Louisiana,38,7,31,1164.3
9/10/2011,Louisiana State,Louisiana,Northwestern St(LA),Louisiana,49,3,46,100
9/10/2011,Utah State,Utah,Weber State,Utah,54,17,37,100
9/9/2011,Arizona State,Arizona,Missouri,Missouri,37,30,7,1274.6
9/9/2011,Louisville,Kentucky,Florida Intl,Florida,17,24,-7,861.1
9/8/2011,Oklahoma State,Oklahoma,Arizona,Arizona,37,14,23,933.7
9/5/2011,Maryland,Maryland,Miami-Florida,Florida,32,24,8,949
9/4/2011,West Virginia,West Virginia,Marshall,Tennessee,34,13,21,541.4
9/4/2011,Texas A+M,Texas,S-M-U,Texas,46,14,32,100
9/4/2011,Eastern Michigan,Michigan,Howard,Maryland,41,9,32,740.1
9/3/2011,Boston College,Massachusetts,Northwestern,Illinois,17,24,-7,1099.3
9/3/2011,Auburn,Alabama,Utah State,Utah,42,38,4,1773.8
9/3/2011,Ohio State,Ohio,Akron,Ohio,42,0,42,100
9/3/2011,Missouri,Missouri,Miami-Ohio,Ohio,17,6,11,564.7
9/3/2011,Alabama,Alabama,Kent State,Ohio,48,7,41,704.4
9/3/2011,Houston,Texas,U.C.L.A.,California,38,34,4,1407.8
9/3/2011,Michigan,Michigan,Western Michigan,Michigan,34,10,24,100
9/3/2011,Southern Cal,California,Minnesota,Minnesota,19,17,2,2009.6
9/3/2011,Notre Dame,Indiana,South Florida,Florida,20,23,-3,1183.7
9/3/2011,Mississippi,Mississippi,Brigham Young,Utah,13,14,-1,1617.3
9/3/2011,Stanford,California,San Jose State,California,57,3,54,100
9/3/2011,New Mexico,New Mexico,Colorado State,Colorado,10,14,-4,405.3
9/3/2011,Pittsburgh,Pennsylvania,Buffalo,New York,35,16,19,200.2
9/3/2011,East Carolina,North Carolina,South Carolina,South Carolina,37,56,-19,183
9/3/2011,California,California,Fresno State,California,36,21,15,100
9/3/2011,Northern Illinois,Illinois,Army,New York,49,26,23,917.6
9/3/2011,Texas,Texas,Rice,Texas,34,9,25,100
9/3/2011,Ball State,Indiana,Indiana,Indiana,27,20,7,100
9/3/2011,Oklahoma,Oklahoma,Tulsa,Oklahoma,47,14,33,100
9/3/2011,New Mexico State,New Mexico,Ohio,Ohio,24,44,-20,1475.4
9/3/2011,Georgia,Georgia,Boise State,Idaho,21,35,-14,2331.8
9/3/2011,Louisiana State,Louisiana,Oregon,Oregon,40,27,13,2238.6
9/3/2011,Southern Miss,Mississippi,Louisiana Tech,Louisiana,19,17,2,232.7
9/3/2011,Hawaii,Hawaii,Colorado,Colorado,34,17,17,3231
9/3/2011,Purdue,Indiana,Middle Tennessee,Tennessee,27,24,3,389.1
9/3/2011,Illinois,Illinois,Arkansas State,Arkansas,33,15,18,468.9
9/3/2011,Florida State,Florida,UL-Monroe,Louisiana,34,0,34,835.9
9/3/2011,Clemson,South Carolina,Troy,Alabama,43,19,24,399
9/3/2011,Florida,Florida,Florida Atlantic,Florida,41,3,38,100
9/3/2011,Oklahoma State,Oklahoma,UL-Lafayette,Louisiana,61,34,27,468.1
9/3/2011,Iowa,Iowa,Tennessee Tech,Tennessee,34,7,27,715.3
9/3/2011,Penn State,Pennsylvania,Indiana State,Indiana,41,7,34,558.5
9/3/2011,Virginia Tech,Virginia,Appalachian State,North Carolina,66,13,53,154.9
9/3/2011,Air Force,Colorado,South Dakota,South Dakota,37,20,17,575.1
9/3/2011,Navy,Maryland,Delaware,Delaware,40,17,23,73.3
9/3/2011,Nebraska,Nebraska,Chattanooga,Tennessee,40,7,33,1003
9/3/2011,North Carolina,North Carolina,James Madison,Virginia,42,10,32,154.9
9/3/2011,Tulane,Louisiana,S E Louisiana,Louisiana,47,33,14,100
9/3/2011,Oregon State,Oregon,Sacramento State,California,28,29,-1,667
9/3/2011,Washington State,Washington,Idaho State,Idaho,64,21,43,584.5
9/3/2011,No Carolina State,North Carolina,Liberty,Virginia,43,21,22,154.9
9/3/2011,Tennessee,Tennessee,Montana,Montana,42,16,26,1800.8
9/3/2011,Virginia,Virginia,William + Mary,Virginia,40,3,37,100
9/3/2011,Texas Tech,Texas,Texas State,Texas,50,10,40,100
9/3/2011,Arkansas,Arkansas,Missouri State,Missouri,51,7,44,242.6
9/3/2011,Cincinnati,Ohio,Austin Peay,Tennessee,72,10,62,480.5
9/3/2011,Duke,North Carolina,Richmond,Virginia,21,23,-2,154.9
9/3/2011,Iowa State,Iowa,Northern Iowa,Iowa,20,19,1,100
9/3/2011,Kansas,Kansas,McNeese State,Louisiana,42,24,18,855.3
9/3/2011,Kansas State,Kansas,Eastern Kentucky,Kentucky,10,7,3,836.3
9/3/2011,U-C-F,Florida,Charleston Southern,South Carolina,62,0,62,497.6
9/3/2011,Washington,Washington,Eastern Washington,Washington,30,27,3,100
9/3/2011,Vanderbilt,Tennessee,Elon,North Carolina,45,14,31,553.8
9/3/2011,UTEP,Texas,Stony Brook,New York,31,24,7,1768.7
9/3/2011,Wyoming,Wyoming,Weber State,Utah,35,32,3,482.4
9/3/2011,San Diego State,California,Cal-San Luis Obispo,California,49,21,28,100
9/3/2011,Arizona,Arizona,Northern Arizona,Arizona,41,10,31,100
9/3/2011,Connecticut,Connecticut,Fordham,New York,35,3,32,100.1
9/2/2011,Baylor,Texas,Texas Christian,Texas,50,48,2,100
9/2/2011,Michigan State,Michigan,Youngstown State,Ohio,28,6,22,367
9/1/2011,Wisconsin,Wisconsin,Nevada-Las Vegas,Nevada,51,17,34,1828.8
9/1/2011,Memphis,Tennessee,Mississippi State,Mississippi,14,59,-45,346.7
9/1/2011,Syracuse,New York,Wake Forest,North Carolina,36,29,7,426
9/1/2011,Idaho,Idaho,Bowling Green,Kentucky,15,32,-17,1980.9
9/1/2011,Florida Intl,Florida,North Texas,Texas,41,16,25,1366
9/1/2011,Western Kentucky,Kentucky,Kentucky,Kentucky,3,14,-11,100
9/1/2011,Louisville,Kentucky,Murray State,Kentucky,21,9,12,100
9/1/2011,Central Michigan,Michigan,So Carolina State,South Carolina,21,6,15,930.7
9/1/2011,Temple,Pennsylvania,Villanova,Pennsylvania,42,7,35,100
9/1/2011,Toledo,Ohio,New Hampshire,New Hampshire,58,22,36,724.6
9/1/2011,Georgia Tech,Georgia,Western Carolina,North Carolina,63,21,42,428.9
9/1/2011,Rutgers,New Jersey,No Carolina Central,North Carolina,48,0,48,482.9
9/1/2011,Utah,Utah,Montana State,Montana,27,10,17,714.2
9/1/2011,Arizona State,Arizona,UC-Davis,California,48,14,34,398
